Plot,Q1,Q2,Q3,Q4,Q5,Genre
"Rod Turner (McShane), a former star footballer now an alcoholic and playing in a minor league, is persuaded to attempt a comeback to the professional game with ""the Saints"", owned by a wealthy pop star who, when young, had idolized Turner. When a striker gets injured, Turner is signed by the Third Division team and helps to get them to a Cup Final, where they play ""Leicester Forest"". But can he stop drinking and make it to the final? Scenes of the Cup Final include footage from the 1979 Football League Cup Final between Southampton and Nottingham Forest at Wembley Stadium.",0,1,0,0,1,drama
"Attorney General Robert Sheldon and Ruth, the daughter of Governor W.H. Vincent have to keep their marriage a secret when investigator, Daniel Breeden, uncovers evidence that may show that the governor took a bribe from John F. Holdstock, an embezzling financier he pardoned. John's private secretary, Willis Martin, who deposited the bribe money in the governor's private bank account, tells Robert and Daniel that he knows of no business between John and the governor that would explain the money.
Sheldon goes to the Governor's Residence to tell Ruth about the situation, and that he is obligated to present the evidence to a legislative investigation committee. Ruth is certain that her father did not take a bribe, and that John can explain everything, but they learn by phone from Daniel that John has committed suicide.
The Governor is concerned about the allegations, but his financial backer, Jim Lansdale, calms him down, and takes him to lunch. Before he does he makes a phone call in which he learns that Sheldon is at the Governor's residence, but he does not tell the Governor this.
In John's papers, Robert finds a typed note which apparently provides a motive for the bribe: ""My dear friend John ... the expense of maintaining my sockfarm has exceeded the income during the year ... the time for the matter we discussed has come. W.H.V."" Robert rushes to show it to Ruth, and they decide to take it to police headquarters to be compared with a sample from the governor's personal typewriter. Lt. Tom Nigard shows them the comparison: both samples are definitely from the same machine. Ruth returns home to tell her father about the evidence, and he adamantly denies that he wrote the note, giving her his word of honor.
That night, Daniel goes to John's office, where a very spooked Willis is still working. Daniel tries to calm him down, telling him ""You have nothing to worry about, it's almost over. I've seen you through today as I promised, haven't I? ... You were splendid today in Robert's office. You just stick to your story and remember that I'm taking care of you.""
Ruth goes to Robert's apartment to tell him that she's absolutely certain her father is innocent. While she is there, Sheldon's secretary, Hazel Normandie leaves for the day, planning to meet Daniel, her boyfriend, outside the building. As he walks up to her, Daniel is shot dead. Ruth has seen everything from the window, and knows that Hazel didn't fire the shot, but cannot tell the police because of her secret marriage to Robert: if it was learned that she was in his apartment at night, she fears that their marriage will be discovered.
The police investigation of Daniel's murder determines that the gun used to kill him belonged to Hazel, the same gun that Daniel took from her earlier in the day, saying that he was all the protection she needed.
At a raucous session of the legislature, Representative McPherson, from the party opposing the Governor, accuses both the governor and Attorney General Sheldon of withholding evidence from the investigative committee. They are staunchly defended by Representative Grosvenor, but McPherson demands articles of impeachment against the governor and intensive investigation of Robert. Ruth observes it all from the gallery.
Hazel is standing trial for the murder of Daniel, with the case about to go to the jury, but Ruth still refuses to testify, knowing that the revelation of her secret marriage with Robert would end his career. With little time to waste, Ruth goes to the apartment of Willis, who appears to be cracking up. Willis admits to her that John didn't commit suicide, he was murdered, and says that he is willing to tell Robert so, but once at Robert's office he runs away; Sheldon puts out an alert for the police to pick him up. Now, with no other choice, he and Ruth head to the courthouse, where the jury is voting, and find Hazel's attorney. The judge reopens the case to allow Ruth to testify, and Hazel is acquitted.
The next morning, Governor Vincent is annoyed that Ruth didn't tell him about the marriage, but understands that the circumstances necessitated it. With the governor's impeachment trial due to start soon, Jim Lansdale counsels the governor to resign, but he refuses. Meanwhile, the legislature demands that Attorney General Sheldon resign, but he, too, refuses.
The police find Willis and bring him to Robert. Representative McPherson issues subpoenas for Willis and Robert to testify before the committee, where the existence of the typed letter apparently from the governor to John comes out. Willis admits that Daniel made him put the letter into John's files, and then sent him to John to demand the money he lost in John's crash. When John denied he had any money, Willis shot and killed him, and Daniel fixed it to look like suicide. The whole frame-up, according to Willia, is the work of Jim Lansdale, supposedly the governor's friend and financial backer: ever since the governor vetoed a highway bill that would have made him millions, Lansdale had been working to bring down his old friend. It was Lansdale who typed the letter on the typewriter in the governor's study.
As the committee votes to drop the charges against the governor, Lansdale slowly leaves the room and kills himself. Afterwards, the governor gives his blessing to the marriage of his daughter and Robert, and they kiss.",1,1,1,1,1,drama
"A middle-aged man, Peter, goes to a dating agency in search of a companion. He is introduced to a shy bank clerk Patricia.",0,0,0,0,0,drama
"Cadet Staff Sergeant Jocko De Paris is a senior at the fictional Southern Military College. Using the authority of his own rank, his father's connections with the school, and the college's tradition of allowing upperclassmen to bully new cadets, De Paris effectively does what he pleases. Everyone at the school is either afraid of him or believes he is a normal or even exemplary cadet.
One night, he frames George Avery, the son of a staff member, making it appear that he got drunk and fell unconscious on the quadrangle all by himself. Cadet Avery is expelled, and De Paris sees to it that every cadet who took part in the incident lies during the investigation to conceal his own involvement. Two freshmen, along with the roommates of De Paris and the regimental commander, eventually decide to end De Paris' manipulation of them and the school. By the time De Paris is cornered in a restaurant in the nearby town, a great many cadets have banded together against him.
Laurie Corger, the regimental commander, orders him to sign a statement confessing to engineering Avery's expulsion and going to great lengths to conceal the truth from investigators. Initially reacting with smug confidence and indignant anger at being accused, De Paris finally folds and signs the statement, asking that he be allowed to leave quietly. The cadets then take him away from the restaurant and start dragging an increasingly frantic and blindfolded De Paris towards a railroad track. Instead of throwing him in front of the approaching train as he expects, they put him on board once it stops. As the train begins to move again, De Paris, having removed his blindfold, runs to the last car and rails at the watching cadets, shouting furiously, ""I'll be back! I'll get you guys! You can't do this to Jocko De Paris!""",1,0,0,1,1,drama
"British Army captain Geoff Roberts (Adolphe Menjou) carries on an affair with Alva (Lili Damita), the wife of the cruel Victor Sangrito (Erich Von Stroheim). Sangrito, however, is well aware of the affair, as he uses his beautiful wife to lure men into romance with her, then blackmailing them to save their careers.
When Roberts falls into Sangrito's trap, he pays the blackmail and leaves for India, hoping to forget Alva, whom he loved but now believes betrayed him. After some time in India, he is joined by his young friend and bosom companion Lt. Ned Nichols (Laurence Olivier). Nichols, too, is in love with a woman back in England—the same woman.
Although the two friends nearly come to blows over Alva, they eventually realize that she has been false to them both and that their friendship far outweighs their feelings for a mendacious woman. However, when the two are invalided home, they encounter Alva again, and learn that she may not have betrayed them after all.",1,0,0,0,1,drama
"Hou De Jarasa Ushir (Let There Be A Little Delay) is the story of three people working at a software company. Every morning, they travel to work together in the same cab. HDJU paints a single day in their life where the journey from their homes to the office makes them to look at the world quite differently.",0,0,0,0,0,drama
"A naive, rambunctious, overly enthusiastic and socially inept cowboy, Beauregard Decker, and his friend and father-figure Virgil Blessing take the bus from Timber Hill, Montana to Phoenix, Arizona, to participate in a rodeo. Virgil has encouraged the 21-year-old virgin, Beau, to take an interest in ""girls"". Initially reluctant and frightened of the idea, Beau declares that he hopes to find an ""angel"" and will know her when he sees her. Making trouble everywhere they go, he continues his unsophisticated behavior in Grace's Diner. In Phoenix, at the Blue Dragon Cafe, he imagines himself in love with the café's singer, Chérie, a talentless but ambitious performer from the Ozarks with aspirations of becoming a Hollywood star. Her rendition of ""That Old Black Magic"" entrances him and he forces her outside, despite the establishment's rules against it, kisses her and thinks that means they're engaged. Chérie is physically attracted to him but resists his plans to take her back to Montana. She has no intention of marrying him and tells him so, but he's too stubborn to listen.
The next day, Beau gets a marriage license, and then takes an exhausted Cherie to the rodeo parade and the rodeo, where he rides the bucking bronco and then competes in the calf roping and the bull riding. Beau intends to marry Chérie at the rodeo, but she runs away. He tracks her down at the Cafe, where she jumps out a rear window and flees. Beau catches her, and forces her on the bus back to Montana. On the way, they stop at Grace's Diner, the same place the bus stopped on the way to Phoenix. Chérie tries to make another getaway while Beau is asleep on the bus, but the road ahead is blocked by snow and the bus won't be leaving at all. They're all stranded there. The bus driver, the waitress and the café owner by now all have learned that Beau is kidnapping and bullying the girl. Virgil and the bus driver fight him until he promises to apologize to Chérie and leave her alone. He, however, is unable to do so because he's humiliated about having been beaten.
The next morning, the storm has cleared and everybody is free to go. Beau finally apologizes to Chérie for his abusive behavior and begs her forgiveness. He wishes her well and prepares to depart without her. Chérie approaches him and confesses that she's had many boyfriends and is not the kind of woman he thinks she is. Beau confesses his lack of experience to her. Beau asks to kiss her goodbye and they share their first real kiss. All Chérie wanted from a man was respect, which she'd previously told the waitress when they sat together on the bus. This new Beau attracts Chérie. He accepts her past and this gesture touches her heart. She tells him she'll go anywhere with him. Virgil decides to stay behind. When Beau tries to coerce him to go with them, Chérie reminds him that he can't force Virgil to do what he wants. Having finally apparently learned his lesson, Beau offers Chérie his jacket and gallantly helps her onto the bus.",0,1,0,1,1,drama
"Du Xiaoju (Xu Jinglei) and Wang Yi (Tong Dawei) are two people in their 20s living in contemporary Beijing. As the film opens, Xiaoju is about to marry one of Yi's friends. Before the day of the wedding, her fiancé inadvertently commits suicide by diving into an empty swimming pool while drunk. Devastated, Xiaoju becomes increasingly close to Wang Yi, which causes them to fall in love and marry.
The honeymoon period between Xiaoju and Yi proves short, however, as Xiaoju begins to exhibit increasingly unbalanced behavior. She teases her husband about harboring a crush on her former roommate (Pan Juan), and interrogates him on his former partners. Soon, the teasing erupts into public rows, much to the consternation of their friend, Pan Youjun (Du Peng). As Xiaoju becomes convinced that her husband no longer loves her, her behavior become erratic, obsessive, and ultimately dangerous.",1,0,0,1,0,drama
"When precocious teenager Hye-hwa realizes that she is pregnant, the assertive young woman seems to have everything under control. But her convictions come crashing down when her loving, docile boyfriend Han-soo disappears without a word, apparently having been exiled to Canada by his mother.
Five years down the road, Hye-hwa’s spunky attitude and fondness for colorful manicures have been replaced by a fixation with rescuing abandoned dogs when she's not grooming the creatures for a living. Mothering her widowed boss's son provides her some relief; she is wise and weathered far beyond her 23 years. The fragile equilibrium maintained by her routine lifestyle breaks, however, after an unwarranted re-encounter with Han-soo.
At first Hye-hwa refuses her ex's approach, but her heart drops when he informs her that their child is actually well and alive — contrary to her understanding that the baby girl had died hours after birth. Han-soo explains that their daughter had been given up for adoption by their own grandmothers. Unable to help herself, Hye-hwa goes along with him in trying to track the baby down, leading to tragic consequences.[4][5][6][7]",1,0,1,1,1,drama
"Alexandra ""Alex"" Owens (Jennifer Beals) is an eighteen-year-old welder at a steel mill in Pittsburgh, Pennsylvania, who lives with her dog Grunt in a converted warehouse. Although she aspires to become a professional dancer, she has no formal dance training, and works as an exotic dancer by night at Mawby's, a neighborhood bar and grill which hosts a nightly cabaret.
Lacking family, Alex forms bonds with her coworkers at Mawby's, some of whom also aspire to greater artistic achievements. Jeanie (Sunny Johnson), a waitress, is training to be a figure skater, while her boyfriend, short-order cook Richie (Kyle T. Heffner), wishes to become a stand up comic.
One night, Alex catches the eye of customer Nick Hurley (Michael Nouri), the owner of the steel mill where she works. After learning that Alex is one of his employees, Nick begins to pursue her on the job, though Alex turns down his advances at first. Alex is also approached by Johnny C. (Lee Ving), who wants Alex to dance at his nearby strip club, Zanzibar.
After seeking counsel from her mentor Hanna Long (Lilia Skala), a retired ballerina, Alex attempts to apply to the Pittsburgh Conservatory of Dance and Repertory. Alex becomes intimidated by the scope of the application process, which includes listing all prior dance experience and education, and she leaves without applying.
Leaving Mawby's one evening, Richie and Alex are assaulted by Johnny C. and his bodyguard, Cecil. Nick intervenes, and after taking Alex home, the two begin a relationship.
At a skating competition in which she is competing, Jeanie falls twice during her performance and sits defeated on the ice and has to be helped away. Later, feeling she will never achieve her dreams, and after Richie has left Pittsburgh to try to become a comic in Los Angeles, Jeanie begins going out with Johnny C. and works for him as a Zanzibar stripper. Finding out that she is dancing nude, Alex drags her out while she protests and cries.
After seeing Nick with a woman at the ballet one night, Alex throws a rock through one of the windows of his house, only to discover that it was his ex-wife (Belinda Bauer) whom he was meeting for a charity function. Alex and Nick reconcile, and she gains the courage to apply for entrance to the Conservatory. Nick uses his connections with the arts council to get Alex an audition. Alex is furious with Nick, since she did not get the opportunity based on her own merit and decides not to go through with the audition. Seeing the results of others' failed dreams and after the sudden death of Hanna, Alex becomes despondent about her future, but finally decides to go through with the audition.
At the audition, Alex initially falters, but begins again, and she successfully completes a dance number composed of various aspects of dance she has studied and practiced, including breakdancing which she has seen on the streets of Pittsburgh. The board responds favorably, and Alex is seen joyously emerging from the Conservatory to find Nick and Grunt waiting for her with a bouquet of roses.",1,0,0,1,1,drama
"In the mysterious metropolis of Rain City, a former policeman, Hawk, is out of prison after serving eight years on a murder rap. He returns to his former hangout, Wanda's Cafe, run by his former love, Wanda.
New arrivals in town are the down on his luck: Coop, his naive wife Georgia and their baby boy, Spike. In desperate need of money, Coop goes to work for a gangster, Solo, but he isn't very good at his job.
Hawk, meanwhile, begins to develop a protective and even romantic attachment to Georgia, who is hired by Wanda to be a waitress. Coop runs afoul of the mob boss in town, Hilly Blue, leading to a wild shootout at Hilly's unique mansion.",1,0,0,1,0,drama
"In Portland, Oregon in 1965, Glenn Holland is a talented musician and composer who has been relatively successful in the exhausting life of a professional musical performer. However, in an attempt to enjoy more free time with his young wife, Iris, and to enable him to compose a piece of orchestral music, the 30-year-old Holland accepts a teaching position at John F. Kennedy High School.
Unfortunately for Holland, he is soon forced to realize that his position as a music teacher makes him a marginalized figure in the faculty's hierarchy. Many of his colleagues, and some in Kennedy High's administration, including the school's vice principal Gene Wolters, resent Holland and question the value and importance of music education given the school's strained budget. However, he quickly begins to win many of his colleagues over. Holland finds success using rock and roll as a way to make classical music more accessible to his students.
Holland's lack of quality time with Iris becomes problematic when their son, Cole, is found to be deaf. Holland reacts with hostility to the news that he can never teach the joys of music to his own child. Iris willingly learns American Sign Language to communicate with her son, but Holland resists. This causes further estrangement within his family.
As the years progress, Holland grows closer to his students at Kennedy High and more distant from his own son. He addresses a series of challenges created by people who are either hesitant or hostile towards the concept of musical excellence within the walls of the average American high school. He inspires numerous students, but never has private time for himself or his family, delaying the completion of his own orchestral composition. Eventually, he reaches an age when it is too late to have a realistic chance of finding financial backing, or ever having it performed.
In 1995, the adversaries of the Kennedy High music program win a decisive institutional victory. Wolters, now promoted to principal, works with the board of education to eliminate funding for music along with other fine arts programs, thus leading to Holland's early retirement. Holland realizes that his career in music is likely over, thinking that his former students have mostly forgotten him and is dejected at his failure ever to have his composition, which he views as his life's work, performed.
On his final day as a teacher, Holland enters the school auditorium, where his professional life is surprisingly redeemed. Hearing that their beloved teacher is retiring, hundreds of his former students have secretly returned to the school to celebrate his life.
Holland's orchestral piece, never before heard in public, has been put before the musicians by his wife and son. One of his most musically challenged students, Gertrude Lang, now the Governor of Oregon, takes the podium and explains to Holland that the symphony he wrote is not his only legacy... it's the people he has inspired and taught, all of the people he has helped to make a better person, that is his true legacy. Gov. Lang then sits among the musicians with her clarinet, but not before asking Holland to step on up on stage and serve as their conductor for the premiere performance of Mr. Holland's Opus (""The American Symphony""). A proud Iris and Cole look on, appreciating the affection and respect that Holland receives.",1,0,1,1,1,drama
